Endereço Completo,Latitude,Longitude,Região
"Rua Julio Prestes, 1055, Centro, Sete Barras, São Paulo",-24.3840612,-47.9284094,Sete Barras
"Rua Itapeva, 142, Bela Vista, São Paulo, São Paulo",-23.5582442,-46.6508379,São Paulo
"Avenida Luciano De Bona, 2027, Vila Romar, Peruíbe, São Paulo",-24.2936254,-46.9770747,Peruíbe
"Rua Antonio Candido Da Silva, 57, Vila Sonia, Praia Grande, São Paulo",-23.9999472,-46.4461932,Praia Grande
"Avenida Aprovada 294, 775, Boraceia, Bertioga, São Paulo",-23.85444,-46.13861,Bertioga
"Avenida Joaquim Jorge Peralta, 166, Parque Sao Luis, Cubatão, São Paulo",-23.895,-46.42528,Cubatão
"Avenida Dos Caicaras, 1682, Jardim Las Palmas, Guarujá, São Paulo",-23.9999291,-46.273905,Guarujá
"Rua Benedita Custodio, 175, Samambaia, Praia Grande, São Paulo",-24.0329352,-46.5216928,Praia Grande
"Avenida Santista, 833, Morro De Nova Cintra, Santos, São Paulo",-23.9458312,-46.3552528,Santos
"Rua Soldado Constitucionalista, 54, Jardim Soares, Itapira, São Paulo",-22.43611,-46.82167,Itapira
"Rua Corrientes, 14, Lapa, São Paulo, São Paulo",-23.5220098,-46.7114385,São Paulo
"Rua Carlos Oliveira Rodrigues, 101, Jardim Josane, Sorocaba, São Paulo",-23.4520305,-47.3701706,Sorocaba
"Estrada Do Cascalho, 415, Boicucanga, São Sebastião, São Paulo",-23.7787604,-45.6145048,São Sebastião
"Rua Frei Gaspar, 2000, Parque Sao Vicente, São Vicente, São Paulo",-23.9653414,-46.3869609,São Vicente
"Avenida Ana Costa, 364, Gonzaga, Santos, São Paulo",-23.9591554,-46.3319094,Santos
"Avenida Andre Luis, 723, Picanco, Guarulhos, São Paulo",-23.4390401,-46.5454237,Guarulhos
"Rua Martinho De Campos, 433, Vila Anastacio, São Paulo, São Paulo",-23.515852,-46.7207453,São Paulo
"Rua Guerino Furlan, 366, Colinas De Sao Jose, Louveira, São Paulo",-23.100585,-46.9781594,Louveira
"Avenida Itaquera, 2226, V.S.Maria, São Paulo, São Paulo",-23.5542277,-46.4832701,São Paulo
"Rua Dr Emilio Martins Ribeiro, 141, Centro, Miracatu, São Paulo",-24.28139,-47.45972,Miracatu
"Avenida Tancredo Neves, 1041, Cachoeira, Guarujá, São Paulo",-23.99306,-46.25639,Guarujá
"Rua Nicaragua, 307, N Europa, Campinas, São Paulo",-22.932135,-47.0672406,Campinas
"Rodovia Ayrton Senna Da Silva, Sn, Vila Anny, Guarulhos, São Paulo",-23.46278,-46.53333,GUARULHOS
"Rua Parapua, 832, Itaberaba, São Paulo, São Paulo",-23.5475,-46.63611,São Paulo
"Rua Juan Vicente, 42, Bandeiras, Osasco, São Paulo",-23.559865,-46.8166755,Osasco
"Rua Constancio Colalilo, 630, Vila Augusta, Guarulhos, São Paulo",-23.4830382,-46.539254,Guarulhos
"Avenida Salgado Filho, 1536, Centro, Guarulhos, São Paulo",-23.4598137,-46.5328666,Guarulhos
"Rua Haddock Lobo, 328, Cerqueira Cesar, São Paulo, São Paulo",-23.5620377,-46.6659896,São Paulo
"Rua Senador Flaquer, 294, São José, São Caetano Do Sul, São Paulo",-23.6340594,-46.5752863,São Caetano do Sul
"Rua Julia Lopes De Almeida, 288, Vila Pauliceia, São Paulo, São Paulo",-23.4883423,-46.6142367,São Paulo
"Rua Caiowaa, 1759, Sumaré, São Paulo, São Paulo",-22.82194,-47.26694,Sumaré
"Rua Mmdc, 546, Pauliceia, São Bernardo Do Campo, São Paulo",-23.6747014,-46.5915321,São Bernardo do Campo
"Rua Rosalvo José Da Silva, 23-B, Jardim Carumbé, São Paulo, São Paulo",-22.0,-49.0,Iacanga
"Avenida Gisele Constantino, 1870, Parque Bela Vista, Votorantim, São Paulo",-23.5410259,-47.4665175,Votorantim
"Estrada Fernando Nobre, 283/487, Parque Rincao, Cotia, São Paulo",-23.60389,-46.91917,Cotia
"Rua Matheus Grou, 159, Pinheiros, São Paulo, São Paulo",-23.56729,-46.69232,São Paulo
"Rua Kahei Nakamura, 308, Jardim Miracatu, Miracatu, São Paulo",-24.28139,-47.45972,Miracatu
"Avenida Afonso Pena, 622, Aparecida, Santos, São Paulo",-23.9715042,-46.3023726,Santos
"Rua Hamleto Menquini, 41, Parque Res.Potiguara, Itu, São Paulo",-23.26417,-47.29917,Itu
"Avenida Otto Baumgart, 500, Vila Guilherme, São Paulo, São Paulo",-23.5174969,-46.6149398,São Paulo
"Estrada Municipal Valencio Callegari, 2002, .., Sumaré, São Paulo",-22.82194,-47.26694,Sumaré
"Rua Luis Vaz De Camoes, 177, Cumbica, Guarulhos, São Paulo",-23.46667,-46.46667,Guarulhos
"Avenida Doutor Moura Ribeiro, 116, Marape, Santos, São Paulo",-23.9606757,-46.3462848,Santos
"Rua Joao Felizardo, 477, Vila Antunes, Cajati, São Paulo",-24.7333484,-48.1094422,Cajati
"Rua Andradina, 178, Cidade Nova I, Itu, São Paulo",-23.26417,-47.29917,Itu
"Avenida Antonio Steck, 129, Sagrado Coracao De Jesus, Louveira, São Paulo",-23.08639,-46.95056,Louveira
"Avenida Major Antonio Da Silveira Camargo, 148, Centro, Cabreúva, São Paulo",-23.3086055,-47.1295799,Cabreúva
"Rua Viriato Correia, 70, Jardim Do Lago, Jundiaí, São Paulo",-23.2215932,-46.8624959,Jundiaí
"Rua Alexandrina Mathias De Oliveira, 77, Parque Das Hortensias, Itupeva, São Paulo",-23.15306,-47.05778,Itupeva
"Rua Domingos De Morais, 1999, Vila Mariana, São Paulo, São Paulo",-23.593603,-46.6360456,São Paulo
"Rua Antonio Ovidio Rodrigues, 1389, Pq Industrial Jundiai Ii, Jundiaí, São Paulo",-23.1557772,-47.0198521,Jundiaí
"Avenida Vasco Massafeli, 1010, Jardim Maria Tereza, Cotia, São Paulo",-23.60389,-46.91917,Cotia
"Rua Alexandre Martins, 125, Aparecida, Santos, São Paulo",-23.9706908,-46.3055,Santos
"Avenida Guilherme Cotching, 1746, Vila Maria, São Paulo, São Paulo",-23.5147153,-46.5866614,São Paulo
"Rua Cora Coralina, 195, Anhanguera, Praia Grande, São Paulo",-24.0199067,-46.4894587,Praia Grande
"Rodovia Regis Bitencourt Km 293,5, S/N, Potupeva, Itapecerica Da Serra, São Paulo",-23.71694,-46.84917,Itapecerica da Serra
"Avenida Antonio Louzada Antunes, 205, Jardim Pedro Jose Nunes, São Paulo, São Paulo",-23.5021947,-46.4645312,São Paulo
"Rua Coapa, 109, Jardim Leonor, Cotia, São Paulo",-23.6100182,-46.9327154,Cotia
"Avenida Senador Flaquer, 862, Vila Euclides, São Bernardo Do Campo, São Paulo",-23.6927638,-46.5586558,São Bernardo do Campo
"Rua Lazara De Oliveira Leite, 371, Demarchi, São Bernardo Do Campo, São Paulo",-23.7284559,-46.5582636,São Bernardo do Campo
"Avenida Wenceslau Braz, 640, Vila Popular, Itapetininga, São Paulo",-23.563419,-48.0152876,Itapetininga
"Rua Ary De Almeida, 71, Cambui, Itapetininga, São Paulo",-23.59167,-48.05306,Itapetininga
"Rua Martim Francisco, 723, Santa Cecília, São Paulo, São Paulo",-23.5429535,-46.6545662,São Paulo
"Rua Herbart, 47, Lapa, São Paulo, São Paulo",-23.5197686,-46.7014124,São Paulo
"Avenida Aricanduva, 5555, Vila Matilde, São Paulo, São Paulo",-23.5659937,-46.504011,São Paulo
"Rua Fernando Fonseca Kvint, 40, Terra Preta, Mairiporã, São Paulo",-23.24389,-46.55222,Mairiporã
"Avenida Dona Gertrudes, 1127, Alvinopolis, Atibaia, São Paulo",-23.118095,-46.5690266,Atibaia
"Rua Professor Toledo, 194, Centro, Araçoiaba Da Serra, São Paulo",-23.5050525,-47.6182181,Araçoiaba da Serra
"Avenida Pref. Jose Lozano Araujo, 1110, Centro, Paulínia, São Paulo",-22.76111,-47.15417,Paulínia
"Rua Regente Feijo, 166, Vila Sao Francisco, Mauá, São Paulo",-23.6726791,-46.4503303,Mauá
"Rua Das Barreiras, 63, Camburi, São Sebastião, São Paulo",-23.7696947,-45.6553428,São Sebastião
"Avenida Jabaquara, 2592, Planalto Paulista, São Paulo, São Paulo",-23.5475,-46.63611,São Paulo
"Rua Alfredo Carlos Sao Jose, 47, Jd Europa, Itupeva, São Paulo",-23.15306,-47.05778,Itupeva
"Praça Benedito Martins Da Cruz, 20, Centro, Cajamar, São Paulo",-23.35611,-46.87694,Cajamar
"Rua Minas Gerais, 300, Vila Boa Vista, Barueri, São Paulo",-23.5011283,-46.8754334,Barueri
"Avenida Carlos Liviero, 942, Vila Liviero, São Paulo, São Paulo",-23.6441482,-46.5916661,São Paulo
"Rua Do Conhecimento, 1233, Melvi, Praia Grande, São Paulo",-24.0347778,-46.5302849,Praia Grande
"Rua Br De Ladario, 670, Braz, São Paulo, São Paulo",-23.55,-46.61667,São Paulo
"Avenida Dr. Francisco Ranieri, 834, Lauzane Pta., São Paulo, São Paulo",-23.476523,-46.6450418,São Paulo
"Rua Dom Vilares, 1700, Vila Das Merces, São Paulo, São Paulo",-23.6252244,-46.611855,São Paulo
"Avenida Vinicius De Moraes, 143, Vila Sao Paulo, Ferraz De Vasconcelos, São Paulo",-23.5578807,-46.3669865,Ferraz de Vasconcelos
"Rua Carolus-Duran, 346, Vila Gilda, São Paulo, São Paulo",-23.5475,-46.63611,São Paulo
"Rua Djalma Dutra, 266, Luz, São Paulo, São Paulo",-23.5337193,-46.6286408,São Paulo
"Avenida Joao Paulo Ablas, 45, Jardim Da Glória, Cotia, São Paulo",-23.5977232,-46.8415226,Cotia
"Avenida Tucuruvi, 248, Tucuruvi, São Paulo, São Paulo",-23.4787794,-46.6088101,São Paulo
"Avenida Coronel Sezefredo Fagundes, 4800, Tucuruvi, São Paulo, São Paulo",-23.4760075,-46.6092907,São Paulo
"Rua Santa Erotildes, 80, Vila Dos Remedios, Osasco, São Paulo",-23.5205292,-46.7534175,Osasco
"Rua Santa Clara, 175, Residencial Santo Antonio, Itupeva, São Paulo",-23.1624922,-47.0454896,Itupeva
"Avenida Onze De Agosto, 256, Jd. Zaira, Guarulhos, São Paulo",-23.4644112,-46.5364085,Guarulhos
"Rua Luis Gois, 1877, Mirandopolis, São Paulo, São Paulo",-23.6040646,-46.6460655,São Paulo
"Avenida Andromeda, 2811, Jardim Satelite, São José Dos Campos, São Paulo",-23.219906,-45.8914207,São José dos Campos
"Rua Antonio Joaquim Leme, 02, Vila Prudente De Moraes, Itu, São Paulo",-23.285001,-47.2893848,Itu
"Rua Prefeito Jose Carlos, 962, Jd Santa Julia, Itupeva, São Paulo",-23.1553979,-47.046005,Itupeva
"Rua Campina Grande Do Sul, 237, Jardim Centenario, Guarulhos, São Paulo",-23.46278,-46.53333,GUARULHOS
"Estrada Dom Joao Neri, 2416, Jardim Bartira, São Paulo, São Paulo",-23.5475,-46.63611,São Paulo
"Rua Santa Etelvina, 10, Jardim Santa Teresinha, São Paulo, São Paulo",-23.5250364,-46.4286611,São Paulo
"Rua Geronimo Barbosa Da Silva, 1624, Jardim Nazareth, São Paulo, São Paulo",-23.18111,-46.395,Nazaré Paulista
"Avenida Walter Engracia De Oliveira, 39, Estancia Lynce, Atibaia, São Paulo",-23.1248363,-46.5514725,Atibaia
"Rua 21 De Abril, 470, Centro, Bom Jesus Dos Perdões, São Paulo",-23.135,-46.46528,Bom Jesus dos Perdões
"Avenida Dr.Alipio Ferreira, 676, Centro, Piracaia, São Paulo",-23.0538678,-46.3498227,Piracaia
"Rua Agostinho De Paiva, 529, C Redondo, São Paulo, São Paulo",-23.6520726,-46.789662,São Paulo
"Estrada Campo Limpo, Do, 3000, Vila Prel, São Paulo, São Paulo",-23.3454526,-46.8424578,Cajamar
"Rua Cav Nami Jafet, 145, Centro, Guarujá, São Paulo",-23.99306,-46.25639,Guarujá
"Rua Pedro Bassi, 499, Santo Antonio, Louveira, São Paulo",-23.086188,-46.9817512,Louveira
"Rua Francisco De Paula Ribeiro, 264, Estuario, Santos, São Paulo",-23.9687118,-46.3033049,Santos
"Rua Carnot, 388, Pari, São Paulo, São Paulo",-23.5314722,-46.622215,São Paulo
"Rua Doutor Jose Higino, 111, Vila Oratorio, São Paulo, São Paulo",-23.5686126,-46.5793677,São Paulo
"Estrada Municipal Maria Da Conceicao Baptista, 35, Cachoeira Baixo, Piracaia, São Paulo",-23.060736,-46.3671408,Piracaia
"Avenida Salvador Markowicz, 339, Lagos De Santa Helena, Bragança Paulista, São Paulo",-22.9806161,-46.5299192,Bragança Paulista
"Avenida Independencia, 278, Rocio, Cananéia, São Paulo",-25.0069457,-47.9313292,Cananéia
"Rua Deputado Gouveia Franco, 3, Parque Mandaqui, São Paulo, São Paulo",-23.5475,-46.63611,São Paulo
"Rua Andarai, 630, Vila Maria, São Paulo, São Paulo",-23.5226024,-46.5900265,São Paulo
"Avenida Adutora, 80, Jardim Nova Poá, Poá, São Paulo",-23.5554671,-46.3460464,Poá
"Avenida Marechal Tito, 6829, Itaim Paulista, São Paulo, São Paulo",-23.4927223,-46.3885539,São Paulo
"Avenida São Jorge, 923, Vila Mirim, Praia Grande, São Paulo",-24.00583,-46.40278,Praia Grande
"Rua Muniz De Souza, 918, Aclimação, São Paulo, São Paulo",-23.5708485,-46.627986,São Paulo
"Rua Holandesa, 150, Cidade Jardim Cumbica (Jardim, Guarulhos, São Paulo",-23.46278,-46.53333,GUARULHOS
"Rua Guaraita, 6, Sao Miguel Paulista, São Paulo, São Paulo",-23.493,-46.43646,São Paulo
"Rua Joao Puga Bertini, 12, Terra Preta, Mairiporã, São Paulo",-23.24389,-46.55222,Mairiporã
"Rua Antonio Joaquim Leme, 2, Vila Prudente De Moraes, Itu, São Paulo",-23.285001,-47.2893848,Itu
"Rua Atlantica, 230, Jardim Do Mar, São Bernardo Do Campo, São Paulo",-23.6910052,-46.5552196,São Bernardo do Campo
"Rua Desembargador Isnard Dos Reis, 1246, Cidade Kemel, São Paulo, São Paulo",-23.50861,-46.35583,Poá
"Avenida Professor José Munhoz, 685, Jardim Munhoz, Guarulhos, São Paulo",-23.46278,-46.53333,GUARULHOS
"Rua Cecilia Meireles, 537, Jardim Japao, São Paulo, São Paulo",-23.5118251,-46.5797465,São Paulo
"Avenida Alfredo André, 905, Jardim Brasil, Atibaia, São Paulo",-23.11694,-46.55028,Atibaia
"Rua Adolfo Andre, 100, Centro, Atibaia, São Paulo",-23.1129611,-46.5554752,Atibaia
"Avenida Prefeito Antonio J.Toledo Garcia Lopes, 1525, Jd.Das Cerejeiras, Atibaia, São Paulo",-23.11694,-46.55028,Atibaia
"Avenida Da Saudade, 61, Centro, Atibaia, São Paulo",-23.1159954,-46.5492865,Atibaia
"Avenida Padre Antônio José Dos Santos, 296, Cidade Monções, São Paulo, São Paulo",-20.85028,-50.09167,Monções
"Rua Jose Oliva Melo, 85, Centro, Biritiba-Mirim, São Paulo",-23.5731197,-46.0391715,Biritiba Mirim
"Avenida Diederichsen, 1277, Vila Guarani, São Paulo, São Paulo",-23.6332458,-46.6371398,São Paulo
"Rua Almeida Torres, 428, Aclimacao, São Paulo, São Paulo",-23.569768,-46.6262303,São Paulo
"Rua Antonio Baracal, 561, Morrinhos I, Guarujá, São Paulo",-23.9611553,-46.2525505,Guarujá
"Praça Dicran Echrefian, 12, Presidente Altino, Osasco, São Paulo",-23.5325,-46.79167,Osasco
"Avenida Rudge, 500, Bom Retiro, São Paulo, São Paulo",-23.523624,-46.6500239,São Paulo
"Rua Japão, 37, Jd.Imperial, Atibaia, São Paulo",-23.11694,-46.55028,Atibaia
"Avenida São João, 1115, Centro, Atibaia, São Paulo",-23.1132246,-46.5569782,Atibaia
"Rua Marechal Argolo Ferrao, 413, Vila Sabrina, São Paulo, São Paulo",-23.48663,-46.56651,São Paulo
"Rua Presidente Wenceslau Brás, 335, São Vicente, Mauá, São Paulo",-23.66778,-46.46139,Mauá
"Rua Padre Adelino, 685, Belém, São Paulo, São Paulo",-23.5439803,-46.5838146,São Paulo
"Rua Benedito Fernandes, 270, Santo Amaro, São Paulo, São Paulo",-23.6610006,-46.7093906,São Paulo
"Avenida Tucunare, 80, Tambore, Barueri, São Paulo",-23.51056,-46.87611,Barueri
"Rua Magali Wassel, 25, Jardim Itacolomi, Itapevi, São Paulo",-23.54889,-46.93417,Itapevi
"Avenida Doutor Ermilindo Maffei, 1199, Sao Luiz, Itu, São Paulo",-23.26417,-47.29917,Itu
"Avenida Padre Anchieta, 1821, Stella Maris, Peruíbe, São Paulo",-24.32,-46.99833,Peruíbe
"Rua Joao Amos Comenius, 417, Jardim Sao Bernardo, São Paulo, São Paulo",-23.7577354,-46.70655,São Paulo
"Avenida Nove De Julho, 600, Vila Padre Bento, Itu, São Paulo",-23.2558383,-47.3125982,Itu
"Rua Lisa Ansorge, 27, Prque São Lucas, São Paulo, São Paulo",-23.6038195,-46.5381379,São Paulo
"Avenida Cassiano Ricardo, 1993, Jardim Alvorada, São José Dos Campos, São Paulo",-23.2243586,-45.9118091,São José dos Campos
"Rua Nello Bacci, 121, Tanque, Atibaia, São Paulo",-23.0445236,-46.5692836,Atibaia
"Rua Jaci, 60, Jd Do Lago, Atibaia, São Paulo",-23.11694,-46.55028,Atibaia
"Avenida Dos Imigrantes, 2400, Jardim America, Bragança Paulista, São Paulo",-22.9521237,-46.546414,Bragança Paulista
"Rua Antonio Cunha Leite, 2458, Portao, Atibaia, São Paulo",-23.2058183,-46.5886085,Atibaia
"Avenida Santana, 2813, Nova Gardenia, Atibaia, São Paulo",-23.11694,-46.55028,Atibaia
"Rodovia Raposo Tavares, 23033, Granja Viana, Cotia, São Paulo",-23.598486,-46.8560025,Cotia
"Avenida Doutor Ermelindo Maffei, 1199, Sao Luiz, Itu, São Paulo",-23.2642243,-47.280937,Itu
"Rua Barretos, 251, Mooca, São Paulo, São Paulo",-23.5631412,-46.5851009,São Paulo
"Estrada Do Copiuva, 1985, Vila Da Oportunidade, Carapicuíba, São Paulo",-23.5539916,-46.8262051,Carapicuíba
"Avenida Carlos Lacerda, 2170, Pirajussara, São Paulo, São Paulo",-23.5475,-46.63611,São Paulo
"Avenida Dr. Ermelindo Maffei, 734, Sao Luiz, Itu, São Paulo",-23.2645744,-47.2828289,Itu
"Rua Augusto Carlos Bauman, 980, Itaquera, São Paulo, São Paulo",-23.5336081,-46.4495633,São Paulo
"Avenida Maranhao, 235, Parque Paraíso, Itapecerica Da Serra, São Paulo",-23.7106842,-46.8581897,Itapecerica da Serra
"Rua Joao Da Cruz E Sousa, 5, Jardim Das Rosas, São Paulo, São Paulo",-23.597507,-46.430098,SAO PAULO
"Rodovia Engenheiro Rene Benedito Da Silva, 668, Sao Joao, Itapevi, São Paulo",-23.54889,-46.93417,Itapevi
"Avenida Carmine Gragnano, 798, Centro, Jandira, São Paulo",-23.5266948,-46.8948766,Jandira
"Rua Dolores De Aquino, 1925, Jundiapeba, Mogi Das Cruzes, São Paulo",-23.5453399,-46.2583235,Mogi das Cruzes
"Avenida Cassiano Ricardo, 401, Pq. Residencial Aquarius, São José Dos Campos, São Paulo",-23.2157301,-45.9094568,São José dos Campos
"Avenida Doutor Adhemar De Barros, 563, Jd.Sao Dimas, São José Dos Campos, São Paulo",-23.1953942,-45.8909157,São José dos Campos
"Avenida 24A, 303, Vila Alema, Rio Claro, São Paulo",-22.41139,-47.56139,Rio Claro
"Rua Tito Oliani, 1010, Sao Joao Climaro, São Paulo, São Paulo",-23.5475,-46.63611,São Paulo
"Avenida Das Nacoes Unidas, 13947, Vila Gertrudes, São Paulo, São Paulo",-23.34969,-46.74632,Caieiras
"Avenida Do Vaticano, 39, Jd João Xxiii, São Paulo, São Paulo",-23.5475,-46.63611,São Paulo
"Rua Francisco Inacio Solano, 445, Cantinho Do Ceu, São Paulo, São Paulo",-23.7424958,-46.6618167,São Paulo
"Avenida Santa Marina, 2459, Vila Albertina, São Paulo, São Paulo",-23.5475,-46.63611,São Paulo
"Rua Edna Ferber, 359, Parque Belem, São Paulo, São Paulo",-23.4650898,-46.6842514,São Paulo
"Rua Marilia, 60, Vila Hortolandia, Jundiaí, São Paulo",-23.169235,-46.909441,Jundiaí
"Avenida Dos Imigrantes Italianos, 1973, Colonia, Jundiaí, São Paulo",-23.1882135,-46.8563349,Jundiaí
"Rua Maranhao, 256, Jacaré, Cabreúva, São Paulo",-23.2495822,-47.0561778,Cabreúva
"Rua Otavio Rodrigues Barbosa, 219, Vila Romanopolis, Ferraz De Vasconcelos, São Paulo",-23.541155,-46.365145,Ferraz de Vasconcelos
"Avenida Matheus Conegero, 170, Pq. Bela Vista, Votorantim, São Paulo",-23.5424384,-47.4636011,Votorantim
"Avenida Nagib Farah Maluf, 100, Conj.Jose Bonifacio/Cohab Ii, São Paulo, São Paulo",-23.5386385,-46.4308871,São Paulo
"Avenida Ragueb Chohfi, 7001, Jardim Tres Marias, São Paulo, São Paulo",-23.5475,-46.63611,São Paulo
"Rua Aricá -  Mirim, 63, Vila São Francisco, São Paulo, São Paulo",-23.5245532,-46.4917133,São Paulo
"Avenida Renata, 346, Chacara Belenzinho, São Paulo, São Paulo",-23.5733062,-46.5413423,São Paulo
"Rua Agenor De Barros, 211, Vila Ponte Rasa, São Paulo, São Paulo",-23.5088206,-46.4894631,São Paulo
"Avenida Arquiteto Vilanova Artigas, 132, Conj Habit. Teotonio Vilela, São Paulo, São Paulo",-23.6133707,-46.5009539,São Paulo
"Avenida Cangaiba, 1659, Cangaiba, São Paulo, São Paulo",-23.5087736,-46.5389309,São Paulo
"Estrada Da Ligação, 281, Jd.Monte Verde, São Paulo, São Paulo",-23.5475,-46.63611,São Paulo
"Avenida Ragueb Chohfi, 4831, Jardim Iguatemi, São Paulo, São Paulo",-23.5944434,-46.4386057,São Paulo
"Avenida Vereador Abel Ferreira, 2022, Chacara Mafalda, São Paulo, São Paulo",-23.5475,-46.63611,São Paulo
"Rua Joao Ferrara, 233, Jd. Cica, Jundiaí, São Paulo",-23.2054072,-46.8829113,Jundiaí
"Rua Romeu Seckler Machado, 105, Parque Eloy Chaves, Jundiaí, São Paulo",-23.18639,-46.88417,Jundiaí
"Rua Hisaschi Nagaoka, 3595, Jardim São Vicente, Jundiaí, São Paulo",-23.1451635,-46.9157263,Jundiaí
"Avenida Antônio Frederico Ozanan, 6001, Vila Rio Branco, Jundiaí, São Paulo",-23.172492,-46.8916714,Jundiaí
"Rua Maria José Rodrigues, 90, Jd.Santa Lucia, Campo Limpo Paulista, São Paulo",-23.2104628,-46.7946342,Campo Limpo Paulista
"Avenida Duque De Caxias, 2395, Jd Promeca, Várzea Paulista, São Paulo",-23.21139,-46.82833,Várzea Paulista
"Avenida Fernao Dias Paes Leme, 2211, Centro, Várzea Paulista, São Paulo",-23.21139,-46.82833,Várzea Paulista
"Avenida Jose Tonoli, 336, Centro, Itupeva, São Paulo",-23.15306,-47.05778,Itupeva
"Avenida Osmundo Dos Santos Pellegrini, 1000, Recanto Quarto Centenario, Jundiaí, São Paulo",-23.1837581,-46.9154477,Jundiaí
"Avenida Bertioga, S/N, Vila Tupi, Várzea Paulista, São Paulo",-23.220093,-46.8402839,Várzea Paulista
"Rua Bom Jesus De Pirapora, 2881, Vila Rami, Jundiaí, São Paulo",-23.2200889,-46.8790223,Jundiaí
"Rua Demerson Gomes Romano, 386, Centro, Francisco Morato, São Paulo",-23.2868804,-46.7419955,Francisco Morato
"Rua Coronel Nogueira Padilha, 2112, Vila Hortencia, Sorocaba, São Paulo",-23.50167,-47.45806,Sorocaba
"Rua Orlandia, 47, Parque Luiza, Embu Das Artes, São Paulo",-23.64889,-46.85222,Embu das Artes
"Rua Barao De Tatui, 1368, Jardim Vergueiro, Sorocaba, São Paulo",-23.50167,-47.45806,Sorocaba
"Avenida Nossa Senhora Da Lapa, 22, Vila Nova, Cubatão, São Paulo",-23.895,-46.42528,Cubatão
"Rua Jorge Zolner, 95, Centro, Jundiaí, São Paulo",-23.18639,-46.88417,Jundiaí
"Avenida Doutor Olavo Guimaraes, 253, Vila Arens, Jundiaí, São Paulo",-23.1971918,-46.8745837,Jundiaí
"Rua Do Retiro, 925, Vila Virginia, Jundiaí, São Paulo",-23.1865399,-46.8985646,Jundiaí
"Rua Campina Grande, 383, Rochdale, Osasco, São Paulo",-23.5149297,-46.7782849,Osasco
"Estrada Campo Limpo, Do, 6433, Pirajussara, São Paulo, São Paulo",-23.5475,-46.63611,São Paulo
"Rua Pio Xii, 82, Saboo, Santos, São Paulo",-23.932779,-46.3468543,Santos
"Avenida Pref. Jorge Francisco Correia Allen, 575, Centro, Poá, São Paulo",-23.52806,-46.34472,Poá
"Avenida Itaquera, 6735, Cidade Lider, São Paulo, São Paulo",-23.5542277,-46.4832701,São Paulo
"Rua Joaquim Floriano, 254, Itaim Bibi, São Paulo, São Paulo",-23.5838463,-46.672325,São Paulo
"Avenida Quatorze De Dezembro, 2333, Vila Mafalda, Jundiaí, São Paulo",-23.2119361,-46.8743426,Jundiaí
"Rodovia Vereador Geraldo Dias, S/N, Parque Centenario, Jundiaí, São Paulo",-23.1450553,-46.9148271,Jundiaí
"Rua Treze De Maio, 1050, Vila Olivo, Valinhos, São Paulo",-22.9703943,-46.9959798,Valinhos
"Rua Guilherme Briviglieri, 203, Pq. Vitoria Regia, Sorocaba, São Paulo",-23.4262169,-47.4507064,Sorocaba
"Rua Benedito Araujo Novaes, 552, Jardim Paulista, Itapevi, São Paulo",-23.5539135,-46.9384916,Itapevi
"Rua Paulo Soares, 509, Jardim Santo Antonio, Osasco, São Paulo",-23.5583958,-46.79401,Osasco
"Rua Professora Adelaide Escobar Bueno, 397, Munhoz Junior, Osasco, São Paulo",-23.4982773,-46.8038889,Osasco
"Rua Jose Luiz Leme Maciel, 68, Jordanesia, Cajamar, São Paulo",-23.335462,-46.8284617,Cajamar
"Avenida Rodrigues Montemor, 253, Americanópolis, São Paulo, São Paulo",-23.5475,-46.63611,São Paulo
"Avenida Professor Castro Junior, 363, Vila Sabrina, São Paulo, São Paulo",-23.4957893,-46.5757236,São Paulo
"Rua Luiz De Vasconcelos, 127, Jardim Marilen, Diadema, São Paulo",-23.68611,-46.62278,Diadema
